2021-08-22 20:28:13.180964,BNBUSDT,Buy,450.73
2021-08-22 20:41:30.955871,BNBUSDT,Sell,449.81
2021-08-22 21:05:06.965484,BNBUSDT,Buy,451.57
2021-08-22 21:34:36.500184,BNBUSDT,Sell,449.37
